no,text,translate,label1,label2,average
171,ketua dprd kota medan hasyim imbau warga agar tidak lengah dan tetap disiplin dalam terap protokol meski kota medan sudah turun jadi ppkm level,Medan city dprd chairman Hasyim urges residents not to be careless and remain disciplined in applying protocols even though Medan city has dropped to PPKM level,1,1,1
172,kendali satgas aku ppkm cocok untuk masyarakat indonesia,My task force control PPKM is suitable for Indonesian people,1,1,1
173,pemkab diri cepat vaksinasi untuk dorong turun level ppkm di,local government quickly vaccinates to push down PPKM levels in,1,1,1
174,resmi keluar dari status ppkm level padang tunggu arah perintah pusat,"Officially exited the field level PPKM status, waiting for the direction of the central command",1,1,1
175,kota padang resmi keluar dari ppkm level athari masyarakat jangan lengah,"Padang city is officially out of PPKM athari level, people don't be careless",1,1,1
176,pada terang pers hari reisa dan siti nadia akan abar kembang baru kena strategis perintah dalam tangan pandemi masuk kembang kini kait ppkm bas level dan capai vaksinasi,"in the press light of Hari Reisa and Siti Nadia will be informed that the new flower is subject to a strategic order in the hands of the pandemic, enter the flower, now hook up to PPKM bas level and achieve vaccination",1,1,1
177,bukti lhoo ppkm turun kasus di banyak,"proof, ppkm has decreased in many cases",1,1,1
178,ppkm banjarmasin turun ini kata pakar,"PPKM Banjarmasin is going down, this is what the expert said",1,1,1
179,ppkm level jumlah aktivitas masyarakat sudah kembali,"ppkm level, the number of community activities is back",1,1,1
180,terap ppkm mulai dari ppkm darurat hingga ppkm level sukses turun kasus di,apply ppkm starting from emergency ppkm to success level ppkm to reduce cases in,1,1,1
181,survey serologi itu memang hrs laku untuk cari tingkat herd immunity telah banyak yg vaksin dan kasus kasus turun ini hasil dari ppkm dan paham,"The serological survey must be carried out to find the level of herd immunity, there have been many vaccines and cases of this decline are the result of PPKM and understand",1,1,1
182,ppkm sbg alat kontrol,ppkm as a control tool,1,1,1
183,potret kolaborasi tim raika ppkm level camat ujung pandang kota,portrait of the raika ppkm team collaboration at the subdistrict level of the city's perspective,1,1,1
184,ppkm sudah tepat,ppkm is right,1,1,1
185,ayo patuh protokol ppkm demi cegah,Let's obey the PPKM protocol to prevent it,1,1,1
186,masuk ppkm level destinasi wisata di balang mulai boleh dengan batas dan tahap,"Entering PPKM at the level of tourist destinations in Balang, you can start with limits and stages",1,1,1
187,kantor non esensial sudah bisa work from office baca lengkap sini ppkm wfo kantor nonesensial luhutbinsarpandjaitan,"non-essential offices can work from office, read in full here PPkm wfo non-essential offices, luhutbinsarpandjaitan",1,1,1
188,kota satu dari daerah di jatim masuk ppkm level asesmen kemenkes lewat,City one from an area in East Java enters PPKM at the Ministry of Health assessment level through,1,1,1
189,pariwisata bal segera buka untuk turis asing dengan prokes ketat polisi pasti tak ada seleksi di rekrut eks kpk jadi asn level ppkm wisata di dieng kembali tutup kami bahas di,"bal tourism will soon open for foreign tourists with strict police procedures, there is definitely no selection in recruiting ex-kpk so asn level ppkm tourism in Dieng is closed again, we will discuss it here",1,1,1
190,ayo patuh protokol ppkm demi cegah,Let's obey the PPKM protocol to prevent it,1,1,1
191,lagi social taat ppkm banget ya,"again social, very obedient to ppkm huh",1,1,1
192,abis ppkm selesai wajib lahh pokoknyaaa,"After PPKM is over, it's mandatory, anyway",1,1,1
193,edukasi warga kait ppkm level sat binmas polres pulau ribu terus beri suluh,"educating residents of the PPKM link at the level of the Binmas, the Thousand Islands Police, continue to give torches",1,1,1
194,patuh atur ppkm,obey ppkm,1,1,1
195,moga ga ada ppkm dulu buat,I hope there is no ppkm first for that,1,1,1
196,pariwisata bal segera buka untuk turis asing dengan prokes ketat polisi pasti tak ada seleksi di rekrut eks kpk jadi asn level ppkm wisata di dieng kembali tutup kami bahas di,"bal tourism will soon open for foreign tourists with strict police procedures, there is definitely no selection in recruiting ex-kpk so asn level ppkm tourism in Dieng is closed again, we will discuss it here",1,1,1
197,polsek kedung polres jepara edukasi serta bagi masker ke warga saat ppkm level,"Kedung Police, Jepara Police, educate and distribute masks to residents during PPKM level",1,1,1
198,ppkm tetap produktif,ppkm stay productive,1,1,1
199,vaksinasi capai ppkm di kabupaten bogor bisa turun level,Vaccination reaches PPKM in Bogor Regency can level down,1,1,1
200,ppkm sudah benar,ppkm is correct,1,1,1
201,ayoo taat ppkm,let's obey ppkm,1,1,1
202,ppkm alat kontrol cegah tular,ppkm control device to prevent infection,1,1,1
203,ppkm cara tekan turun sebar,ppkm how to press down share,1,1,1
204,idi sebut kudus akan segera terima kembali ribu vaksinasi,idi called holy will soon receive back thousands of vaccinations,1,1,1
205,pemkab diri cepat vaksinasi untuk dorong turun level ppkm di,local government quickly vaccinates to push down PPKM levels in,1,1,1
206,kota padang resmi keluar dari ppkm level athari masyarakat jangan lengah,"Padang city is officially out of PPKM athari level, people don't be careless",1,1,1
207,dan akan di tindak lanjut untuk ke nya di swab engga jd cluster ya karena semenjak ppkm dan banyak yg udh kasus turun trs untuk swab hari ini aku jd tugas ny dan dalam jam selesai trs br hari ini swab di sma jd beda aja sm,"and there will be a follow-up to the swab, not a cluster, because since PPKM and many cases have dropped, so for today's swab, I'm the task and within hours of completion, today's swab in high school will be different",1,1,1
208,tak pikir turun level pemda kbb fokus selesai vaksinasi,I don't think the local government level will go down kbb focus on finishing vaccination,1,1,1
209,ppkm tidak henti kendati kasus turun,ppkm doesn't stop even though cases go down,1,1,1
210,bupati malang mas agung sampai target vaksinasi dlm hari ke depan bs capai agar malang bisa kembali pada level,"the regent of Malang, Mas Agung, until the vaccination target in the next day can be achieved so that Malang can return to level",1,1,1
211,ppkm banjarmasin turun ini kata pakar,"PPKM Banjarmasin is going down, this is what the expert said",1,1,1
212,ppkm level jumlah aktivitas masyarakat sudah kembali,"ppkm level, the number of community activities is back",1,1,1
213,ayo patuh protokol ppkm demi cegah,Let's obey the PPKM protocol to prevent it,1,1,1
214,lagi social taat ppkm banget ya,"again social, very obedient to ppkm huh",1,1,1
215,abis ppkm selesai wajib lahh pokoknyaaa,"After PPKM is over, it's mandatory, anyway",1,1,1
216,edukasi warga kait ppkm level sat binmas polres pulau ribu terus beri suluh,"educating residents of the PPKM link at the level of the Binmas, the Thousand Islands Police, continue to give torches",1,1,1
217,patuh atur ppkm,obey ppkm,1,1,1
218,moga ga ada ppkm dulu buat,I hope there is no ppkm first for that,1,1,1
219,pariwisata bal segera buka untuk turis asing dengan prokes ketat polisi pasti tak ada seleksi di rekrut eks kpk jadi asn level ppkm wisata di dieng kembali tutup kami bahas di,"bal tourism will soon open for foreign tourists with strict police procedures, there is definitely no selection in recruiting ex-kpk so asn level ppkm tourism in Dieng is closed again, we will discuss it here",1,1,1
220,polsek kedung polres jepara edukasi serta bagi masker ke warga saat ppkm level,"Kedung Police, Jepara Police, educate and distribute masks to residents during PPKM level",1,1,1
221,ppkm tetap produktif,ppkm stay productive,1,1,1
222,vaksinasi capai ppkm di kabupaten bogor bisa turun level,Vaccination reaches PPKM in Bogor Regency can level down,1,1,1
223,aku sih dulu iya belum ppkm tapi pas dalem bilang ke tugas bioskop izin buat deketan tanpa jarak boleh ntar pita diilangin,"I used to have no PPKM, but when I went to the cinema I said that I was allowed to be close without the distance, then the tape would be removed",1,0,0
224,disiplin prokes di ppkm level satsamapta polres serang gelar ops yustisi,Prokes discipline at PPKM level Satsamapta Polres attack holds judicial ops,1,0,0
225,panjang ga ada pasti ujung sampe ppkm apa konsep dulu,"long, there's no definite end until PPKM, what was the first concept",1,0,0
226,imbas ppkm darurat min,impact of emergency ppkm min,1,0,0
227,datang sendiri sidang vonis langgar wali kota semua sama di muka hukum,"come alone, the trial verdict violates the mayor, all are equal before the law",1,0,0
228,syarat naik pesawat oktober tuju jawa dan tak perlu pcr bila sudah vaksin dosis dua via,Requirements to board an October flight to Java and no need for PCR if you have received a second dose of vaccine,1,0,0
229,turun level dinkes batang sasar vaksinasi lansia,lowering the level of the trunk health office targeting elderly vaccinations,1,0,0
230,sampe lupa kalo masih dalam suasana ppkm,I forget that I'm still in PPKM,1,0,0
231,sampe lupa kalo masih dalam suasana ppkm,I forget that I'm still in PPKM,1,0,0
232,upaya cegah terus laku oleh tim gabung satgas yang ada di posko ppkm selain bagi masker tugas posko juga menghimbau kepada warga untuk selalu patuh protokol sehat,"prevention efforts continue to be carried out by the team joining the task force at the PPKM post, apart from masks, the command post also appeals to residents to always obey the healthy protocol.",1,2,1
233,giat bansos upa bagi nasi bungkus kpd warga dalam rangka laku ppkm level di wilayah hukum polsek kundur utara barat belat karimun,"Social assistance is active in an effort to provide rice wrap to residents in the context of conducting PPKM level in the jurisdiction of the Kundur Police, North West, Belat Karimun",1,2,1
234,anggota piket polsek tegalwaru laksana giat patroli dan kece pos ppkm di pasar,Tegalwaru police picket members are like active patrols and are cool at the PPKM post in the market,1,2,1
235,trantib andir sama patroli woro woro tega perwal kota bandung tahun perihal ppkm level penghimbauan batas waktu jam operasional street dan toko,"Transtib Andir and the Woro Woro Patrol have the heart to perwal in Bandung City, last year regarding PPKM, the level of appeal for the time limit for operating hours for streets and shops",1,2,1
236,kepada para kepala sekolah saya sila untuk segera laku giat ajar tatap muka batas dengan syarat wilayah sekolah sebut minimal sudah pada level ppkm dan vaksinasi covid,"to my school principals, please immediately engage in face-to-face teaching with the condition that the school area is at least at the PPKM level and the covid vaccination",1,2,1
237,upaya cegah terus laku oleh tim gabung satgas yang ada di posko ppkm selain bagi masker tugas posko juga menghimbau kepada warga untuk selalu patuh protokol sehat,"prevention efforts continue to be carried out by the team joining the task force at the PPKM post, apart from masks, the command post also appeals to residents to always obey the healthy protocol.",1,2,1
238,giat bansos upa bagi nasi bungkus kpd warga dalam rangka laku ppkm level di wilayah hukum polsek kundur utara barat belat karimun,"Social assistance is active in an effort to provide rice wrap to residents in the context of conducting PPKM level in the jurisdiction of the Kundur Police, North West, Belat Karimun",1,2,1
239,anggota piket polsek tegalwaru laksana giat patroli dan kece pos ppkm di pasar,Tegalwaru police picket members are like active patrols and are cool at the PPKM post in the market,1,2,1
240,vaksinasi dan disiplin prokes dapat cegah tular varian serta cegah potensi lonjak kasus positif covid,Vaccination and health care discipline can prevent variant transmission and prevent a potential spike in positive cases of covid,2,2,2
241,giat disiplin ppkm level iii dan tahan pangan kodim bangli di wilayah camat tembuku,be active in PPKM level III discipline and food security at the Bangli Kodim in the Tembuku sub-district area,2,2,2
242,cegah sebar virus polsek kotarih laksana giat sekat ppkm level i,Prevent the spread of the City Police Sector Virus as active as PPKM level I,2,2,2
243,perintah kabupaten jawa cepat vaksinasi untuk dorong turun level terap laku batas giat masyarakat di daerah,the order of the Java district to immediately vaccinate to push down the level of application of the active limit of the community in the area,2,2,2
244,kuliah tatap muka cara kemudian di riau sudah status ppkm level sehingga untuk syarat sudah penuh dan beberapa kampus swasta telah laksana kuliah tatap muka kemudian tanggap dari pimpin unri yaitu dalam terap sistem kuliah,"Face-to-face lectures, then in Riau, PPKM level status has been fulfilled so that the requirements are full and some private campuses have been like face-to-face lectures and then respond from the UNRI leadership, namely in the application of the lecture system.",2,2,2
245,ppkm kota padang turun athari harap ekonomi masyarakat kembali pulih,ppkm Padang city drops athari Hope the community's economy recovers,2,2,2
246,malam praja lovers kita mau share nih giat ops yustisi dalam terap ppkm level yang laksana siang dan juga malam tuju tega atur batas aktivitas jam malam di beberapa wilayah di salam praja,"evening praja lovers, we want to share, we are active in the judiciary ops in applying PPKM levels, which are like day and night, have the heart to set limits for curfew activities in some areas in Salam Praja",2,2,2
247,wujud kondusifitas laksana patroli pantau wilayah dan tega dalam rangka laku batas giat masyarakat level oleh anggota koramil,a form of conduciveness such as regional monitoring patrols and the heart in the context of limiting activities at the community level by members of the Koramil,2,2,2
248,ppkm tetap lanjut meski positivity rate di bawah,PPKM continues even though the positivity rate is below,2,2,2
249,giat sambang sampai himbuan kamtibmas dan giat patroli mikro di wilayah hukum polsek,active visit to the appeal of kamtibmas and active micro patrols in the jurisdiction of the police,2,2,2
250,rakor naik level ppkm tingkat jawa tengah,Coordination Meeting to increase PPKM level at Central Java level,2,2,2
251,laksana operasi yustisi disiplin protokol sehat pada masa laku batas giat masyarakat dalam upaya cegah dan kendali sebar di wilayah hukum polsek operasi yustisi di pimpin waka polsek akp philep j mende,like the operation of the judiciary for the discipline of the healthy protocol during the period of the active limit of the community in an effort to prevent and control the spread in the jurisdiction of the judiciary police operation led by the deputy head of the polsek akp philep j mende,2,2,2
252,tuju ppkm level kabupaten sidoarjo genjot vaksinasi bagi kaum lansia,Go to PPKM at Sidoarjo Regency level to boost vaccination for the elderly,2,2,2
253,selasa oktober wib personil unit patroli samapta bawah pimpin panit patroli aiptu benny pambudi santoso laksana pantau tega ppkm level iii untuk sampai pesan pesan kamtibmas,"Tuesday, October, WIT Patrol Unit personnel under the leadership of the Patrol Committee, Aiptu Benny Pambudi Santoso, were like monitoring the heart of PPKM Level III to receive security and security messages.",2,2,2
254,senin oktober wib personil unit patroli samapta laksana giat pantau tega ppkm level iii untuk sampai pesan pesan kamtibmas serta imbau protokol sehat kepada warga masyarakat,Monday october wib the personnel of the Samapta patrol unit are actively monitoring the ppkm level III to get the message of security and safety and urge healthy protocols to the community,2,2,2
255,laku batas giat masyarakat tidak boleh kendati kasus,the behavior of the community's active limit cannot be despite the case,2,2,2
256,selasa bhabinkamtibmas dowo laksana sambang warga kampung tangguh meru lurah dowo dengan beri himbauan kamtibmas dan sosialisasi protokol sehat serta terap ppkm guna hambat sebar,"Tuesday, Bhabinkamtibmas Dowo was like a meeting for the residents of the tough village of Meru Lurah Dowo by giving an appeal for security and social security protocols and the socialization of healthy protocols and the application of PPKM to prevent the spread",2,2,2
257,polri ingat kepada masyarakat agar patuh anjur perintah saat ppkm level ini dengan terap protokol sehat wujud polri presisi,The National Police reminds the public to obey the orders during this PPKM level by applying healthy protocols in the form of a precision police,2,2,2
258,polri ingat kepada masyarakat agar patuh anjur perintah saat ppkm level ini dengan terap protokol sehat wujud polri presisi,The National Police reminds the public to obey the orders during this PPKM level by applying healthy protocols in the form of a precision police,2,2,2
259,patroli malam tugas gabung anggota koramil dan polsek selain jaga kondusifitas aparat juga tetap intensif melaksnakan edukasi prokes kepada warga yang beraktifitas malam tengah ppkm level di wilayah,"night patrol, the task of joining the Koramil and Polsek members, apart from maintaining the conduciveness of the apparatus, is also intensively carrying out health education education for residents who are active at night during the PPKM level in the area.",2,2,2
260,anggota koramil nguter dan polsek intensif sambang warga masyarakat yang sedang beraktifitas di menghimbau warga agar tetap patuh jangan lengah tengah laku ppkm level di kabupaten,"members of the Koramil nguter and the intensive police visit community members who are currently active in urging residents to remain obedient, don't be careless while conducting PPKM at the district level",2,2,2
261,polri ingat kepada masyarakat agar patuh anjur perintah saat ppkm level ini dengan terap protokol sehat wujud polri presisi,The National Police reminds the public to obey the orders during this PPKM level by applying healthy protocols in the form of a precision police,2,2,2
262,patroli malam tugas gabung anggota koramil dan polsek selain jaga kondusifitas aparat juga tetap intensif melaksnakan edukasi prokes kepada warga yang beraktifitas malam tengah ppkm level di wilayah,"night patrol, the task of joining the Koramil and Polsek members, apart from maintaining the conduciveness of the apparatus, is also intensively carrying out health education education for residents who are active at night during the PPKM level in the area.",2,2,2
263,anggota koramil nguter dan polsek intensif sambang warga masyarakat yang sedang beraktifitas di menghimbau warga agar tetap patuh jangan lengah tengah laku ppkm level di kabupaten,"members of the Koramil nguter and the intensive police visit community members who are currently active in urging residents to remain obedient, don't be careless while conducting PPKM at the district level",2,2,2
264,vaksinasi dan disiplin prokes dapat cegah tular varian vaksin lindung indonesia,vaccination and health care discipline can prevent transmission of Indonesian protected vaccine variants,2,2,2
265,kepala bidang tangan sehat satgas alexander ginting klaim bijak ppkm level jadi instrumen kunci hasil dalam tekan angka infeksi hari di alex sebut capai ini rupa bentuk,"Head of the Healthy Hands Division of the Task Force, Alexander Ginting, claims that PPKM Level is the key instrument for reducing the number of infections.",2,2,2
266,jumlah ortu siswa dukung sekolah tatap muka di padang lanjut meski ppkm level,the number of students' parents support face-to-face schools in further fields even though ppkm level,2,2,2
267,semua berkat ppkm ppkm ppkm ppkm level,all thanks to ppkm ppkm ppkm ppkm level,2,2,2
268,angka kasus sebar di kabupaten buton selatan sulawesi tenggara mulai per oktober busel status zona hijau dan ada pada laku batas giat masyarakat level,"The number of cases spread in South Buton Regency, Southeast Sulawesi, starting as of October, Busel, the status of a green zone and is at the level of community active limit behavior.",2,2,2
269,bangga ppkm rasa hidup normal,proud ppkm sense of normal life,2,2,2
270,vaksinasi dan disiplin prokes dapat cegah tular varian serta cegah potensi lonjak kasus positif vaksin lindung indonesia,Vaccination and health care discipline can prevent variant transmission and prevent a potential spike in positive cases of Indonesian protected vaccines,2,2,2
271,vaksinasi dan disiplin prokes dapat cegah tular varian serta cegah potensi lonjak kasus positif,Vaccination and health care discipline can prevent variant transmission and prevent a potential spike in positive cases,2,2,2
272,ppkm sangat manfaat,PPKM is very useful,2,2,2
273,ppkm layak dukung,PPKM deserves to be supported,2,2,2
274,kota blitar laku uji coba new normal ppkm telah asesmen kemenkes dan inmendagri nyata makin baik tangan dan capai vaksinasi,"the city of Blitar conducts a trial of the new normal PPKM has been assessed by the Ministry of Health and the Ministry of Home Affairs, it is evident that their hands are getting better and achieving vaccinations",2,2,2
275,ppkm efektif cegah covid,PPKM is effective in preventing covid,2,2,2
276,ppkm telah bukti efektif lawan sebar,PPKM has proven effective against spreading,2,2,2
277,saya baru tahu kalau indikator level parameter capai vaksinasi cara umum dan capai vaksinasi untuk usia vaksinasi lindung masuk untuk usia lanjut,I just found out that the parameter level indicator reaches vaccination in the general way and achieves vaccination for the age of entry into protected vaccination for the elderly,2,2,2
278,ppkm efektif turun kasus dgn bareng taat prokes n ikut vaksinasi,PPKM is effective in reducing cases by obeying the procedures and participating in vaccinations,2,2,2
279,kalian udah tahu belum kalo tangan pandemi di indonesia bahkan lebih baik banding negara tetangga hal ini dibuktiin sama kondisi kita saat ini langsung aja baca gambar atas,"Do you know that the hands of the pandemic in Indonesia are even better than neighboring countries, this is proven by our current condition, just read the picture above",2,2,2
280,kepada para kepala sekolah saya sila untuk segera laku giat ajar tatap muka batas dengan syarat wilayah sekolah sebut minimal sudah pada level ppkm dan vaksinasi covid,"to my school principals, please immediately engage in face-to-face teaching with the condition that the school area is at least at the PPKM level and the covid vaccination",2,2,2
281,ingat hut bupati magetan harap bisa turun level ppkm,"Remember the Magetan regent's hut, hope you can get the PPKM level down",2,2,2
282,satgas bijak ppkm paling cocok untuk masyarakat indonesia alex men,"PPKM's smart task force is most suitable for the Indonesian people, Alex Men",2,2,2
283,ppkm efektif tekan laju covid,PPKM is effective in suppressing the rate of covid,2,2,2
284,dpr tetap fokus kerja walau masa ppkm,dpr stay focused on work even during ppkm,2,2,2
285,suwanto pemuda dukung bijak perintah kait ppkm dan cepat vaksinasi dalam rangka putus sebar di kalimantan tengah,Suwanto the youth wisely supports the PPKM hook order and quickly vaccinates in order to stop the spread in Central Kalimantan,2,2,2
286,ppkm mantep,ppkm good,2,2,2
287,koramil tegak disiplin protokol sehat di posko ppkm,Koramil enforces healthy protocol discipline at the PPKM post,2,2,2
288,gak tau pdhl ppkm juga udh mending gak,"I don't know, pdhl ppkm is better or not",2,2,2
289,personil polsek donorojo giat laku batas giat masyarakat ppkm level,Donorojo police personnel are active in carrying out the active limit of the PPKM level community,2,2,2
290,terimakasi ppk km karena aku gaperlu bayar iur gym lagi sampe desember harus september pas aku panjang ehhh pas itu tbtb ppkm mereka tutup jadi geser i can save my money,thank you ppk km because i don't have to pay the gym fee again until december have to september when i'm long ehhh that's when tbtb ppkm they closed so slide i can save my money,2,2,2
291,dukung bijak perintah dalam terap ppkm,support wise commands in applying ppkm,2,2,2
292,udah bisa kl semua langkah jokowi selalu ppkm nyata sukses ngurangin angka nggak butuh sekarang pd rasa nanti juga kl udah rasa manfaat kca bakal klaim jd milik kadrun kok,"It's already possible if all of Jokowi's steps have always been a real success in reducing the number, you don't need it now, in the future, when you feel the benefits, you will claim to be Kadrun's property.",2,2,2
293,kasatpol pp camat koja apresiasi patuh masyarakat hadap atur ppkm level,"Kasatpol PP, Koja sub-district, appreciates people's obedience towards regulating PPKM level",2,2,2
294,slamat selamat hari btw di daerah kamu ppkm sudah level brapa tuk saya kerja event ngaruh tapi teteup kalo bikin event di tempat tutup wajib foto kiri blum ganti baju,happy day btw in your area ppkm what level is it for me to work the event affects but still if you make an event at a closed place it is mandatory to take a left photo without changing clothes,2,2,2
295,masih tapi kalau itu sebab ya herd immunity tapi yg jelas covid turun karena m dan sebar turun akibat gera orang turun dan itu karena ppkm,"still, but if that's the reason, yes, herd immunity but what is clear is that covid is going down because it's spreading and it's spreading because people are going down and that's because of PPKM",2,2,2
296,ppkm efektif,effective ppkm,2,2,2
297,karena emang lagi tapi mereka semua doain mama and made me feel very thankful,because indeed again but they all pray for mama and made me feel very thankful,2,2,2
298,ppkm itu baik,ppkm is good,2,2,2
299,dukung trus ppkm,support then ppkm,2,2,2
300,bijak ppkm yang laku perintah belakang ini sudah sukses tekan angka kasus positif sebar jangan lengah dan rasa karena virus corona masih ada sekitar tetap taat prokes dan ikut vaksin agar tubuh senantiasa,"It's wise that PPKM, who carried out this last order, has succeeded in suppressing the number of positive cases, don't be careless and feel because the corona virus is still around, stay obedient to the prokes and take vaccines so that the body always",2,2,2
301,polri polri bagai masa,the police are like the time,2,2,2
302,iya aku juga baca kemaren ina tinggi di sea wkwk good news bgt ini ga ppkm panjang mulu kayak herd immunity sedang moga ga ada lagi kasus supaya bisa hdp normal kantor ku juga udah balik wfo per okt meski kapasitas dan rolling minggu x,"Yes, I also read yesterday that she was high in the sea, wow, good news, this doesn't take long, like herd immunity, but hopefully there won't be any more cases so I can have normal HDP, my office has also returned to WFO per oct even though capacity and rolling are weeks x",2,2,2
303,demi rakyat yg bagai upaya laku salah satu bijak yg tepat dan jenius dgn ada ppkm yang hanya ada di indonesia dan sekarang bukti selain itu upaya dapat vaksin dari bagai adalah bukti nyata bahwa dar awal jokowi tetap sama,"for the sake of the people who are like an effort to do one of the right wise and geniuses with PPKM which only exists in Indonesia and now the evidence other than that, the effort to get a vaccine from like is clear evidence that from the beginning Jokowi has remained the same",2,2,2
304,pasca ppkm turun banjarbaru siap ajar tatap muka kompas tv,"After PPKM drops, Banjarbaru is ready to teach face-to-face Kompas TV",2,2,2
305,vaksinasi dan disiplin prokes dapat cegah tular varian vaksin lindung indonesia,vaccination and health care discipline can prevent transmission of Indonesian protected vaccine variants,2,2,2
306,jumlah ortu siswa dukung sekolah tatap muka di padang lanjut meski ppkm level,the number of students' parents support face-to-face schools in further fields even though ppkm level,2,2,2
307,wujud gembira telah ppkm di nyata,happy form has ppkm in real,2,2,2
308,bangga ppkm rasa hidup normal,proud ppkm sense of normal life,2,2,2
309,kuliah tatap muka cara kemudian di riau sudah status ppkm level sehingga untuk syarat sudah penuh dan beberapa kampus swasta telah laksana kuliah tatap muka kemudian tanggap dari pimpin unri yaitu dalam terap sistem kuliah,"Face-to-face lectures, then in Riau, PPKM level status has been fulfilled so that the requirements are full and some private campuses have been like face-to-face lectures and then respond from the UNRI leadership, namely in the application of the lecture system.",2,2,2
310,wujud kondusifitas laksana patroli pantau wilayah dan tega dalam rangka laku batas giat masyarakat level oleh anggota koramil,a form of conduciveness such as regional monitoring patrols and the heart in the context of limiting activities at the community level by members of the Koramil,2,2,2
311,perintah indonesia akan kembali buka pintu masuk bagi negara ke meski belum merinci negara mana saja yang koordinator ppkm luhut pandjaitan singapura bukan jadi salah,"Indonesia's order to re-open the entrance for other countries, although it has not specified which countries are PPKM coordinator Luhut Pandjaitan, Singapore is not wrong",2,2,2
312,ppkm mantep,ppkm good,2,2,2
313,koramil tegak disiplin protokol sehat di posko ppkm,Koramil enforces healthy protocol discipline at the PPKM post,2,2,2
314,gak tau pdhl ppkm juga udh mending gak,"I don't know, pdhl ppkm is better or not",2,2,2
315,personil polsek donorojo giat laku batas giat masyarakat ppkm level,Donorojo police personnel are active in carrying out the active limit of the PPKM level community,2,2,2
316,terimakasi ppk km karena aku gaperlu bayar iur gym lagi sampe desember harus september pas aku panjang ehhh pas itu tbtb ppkm mereka tutup jadi geser i can save my money,thank you ppk km because i don't have to pay the gym fee again until december have to september when i'm long ehhh that's when tbtb ppkm they closed so slide i can save my money,2,2,2
317,dukung bijak perintah dalam terap ppkm,support wise commands in applying ppkm,2,2,2
318,udah bisa kl semua langkah jokowi selalu ppkm nyata sukses ngurangin angka nggak butuh sekarang pd rasa nanti juga kl udah rasa manfaat kca bakal klaim jd milik kadrun kok,"It's already possible if all of Jokowi's steps have always been a real success in reducing the number, you don't need it now, in the future, when you feel the benefits, you will claim to be Kadrun's property.",2,2,2
319,kasatpol pp camat koja apresiasi patuh masyarakat hadap atur ppkm level,"Kasatpol PP, Koja sub-district, appreciates people's obedience towards regulating PPKM level",2,2,2
320,slamat selamat hari btw di daerah kamu ppkm sudah level brapa tuk saya kerja event ngaruh tapi teteup kalo bikin event di tempat tutup wajib foto kiri blum ganti baju,happy day btw in your area ppkm what level is it for me to work the event affects but still if you make an event at a closed place it is mandatory to take a left photo without changing clothes,2,2,2
321,masih tapi kalau itu sebab ya herd immunity tapi yg jelas covid turun karena m dan sebar turun akibat gera orang turun dan itu karena ppkm,"still, but if that's the reason, yes, herd immunity but what is clear is that covid is going down because it's spreading and it's spreading because people are going down and that's because of PPKM",2,2,2
322,bhabinkamtibmas kudu aiptu karyadi sama pilar giat ppkm level dengan beri edukasi selalu patuh protokol sehat kepada warga sama cegah,"Bhabinkamtibmas must be aiptu Karyadi with active pillars of PPKM level by providing education, always obeying healthy protocols to residents and preventing",2,2,2
323,denpasar buka fasum cara batas jumlah anak main di taman main anak lapang puput badung i gusti ngurah made selasa di masa ppkm level jumlah fasilitas umum di kota denpasar sudah mulai buka cara,"Denpasar opens public facilities, how to limit the number of children playing in the Puput Badung Children's Playground, I Gusti Gurah Made Tuesday, during the PPKM level, the number of public facilities in the city of Denpasar has started to open ways",2,2,2
324,anggota koramil sama anggota polsek kemusu laksana operasi prokes laksana ppkm level di depan balaidesa klewor,Koramil members and members of the Kemusu Police Sector are like prokes operations like PPKM level in front of the Klewor Village Hall,2,2,2
325,polri laksana giat patroli malam dengan tegas dan humanis dalam masa terap ppkm level,The National Police are like active night patrols firmly and humanely during the PPKM level implementation period,2,2,2
326,perintah indonesia akan kembali buka pintu masuk bagi negara ke meski belum merinci negara mana saja yang koordinator ppkm luhut pandjaitan singapura bukan jadi salah,"Indonesia's order to re-open the entrance for other countries, although it has not specified which countries are PPKM coordinator Luhut Pandjaitan, Singapore is not wrong",2,2,2
327,dukung laksana ppkm deny boye babinsa koramil bayan sama bhabinkamtibmas polsek bayan gelar operasi yustisi di pasar tradisional bandungrejo camat,"Support like PPKM Deny Boye Babinsa, Bayan Koramil and Bhabinkamtibmas, Bayan Police, hold judicial operations at Bandung Rejo Traditional Market, Camat",2,2,2
328,jakarta kapolri jenderal listyo sigit prabowo beri arah baru lalu kepada seluruh polda jajar kait dengan evaluasi laku batas giat masyarakat selasa,Jakarta National Police Chief General Listyo Sigit Prabowo gave a new direction and then to all Polda Jajar Hook with an evaluation of the behavior of the active limit of the community on Tuesday,2,2,2
329,update vaksinasi covid di ayo segera di vaksin agar herd immunity capai kita bangkit sama tri sehat ri,"Update on the covid vaccination, let's get vaccinated immediately so that herd immunity can be achieved, we will rise together with three healthy people",2,2,2
330,polri laksana giat patroli malam dengan tegas dan humanis dalam masa terap ppkm level,The National Police are like active night patrols firmly and humanely during the PPKM level implementation period,2,2,2
331,meski tambah kasus corona sudah dki jakarta masih tahan di ppkm level mengapa satgas jelas,"Even though the Corona case has been added, DKI Jakarta is still holding it at the PPKM level, why is the task force clear?",2,2,2
